Payment Gateway,Payment Gateway,Pเพย์เมนต์เกตเวย์,Payment Gateway,Payment Gateway,Payment Gateway,Payment Gateway,Gerbang pembayaran,Payment Gateway
Bank Transfer,Bank Transfer,โอนเงินผ่านธนาคาร,Bank Transfer,Bank Transfer,Bank Transfer,Bank Transfer,Transfer Bank,Bank Transfer
You have selected Payment Gateway,You have selected Payment Gateway,คุณเลือกการชำระเงินด้วยเพย์เม้นท์เกตเวย์,You have selected Payment Gateway,You have selected Payment Gateway,Bạn đã chọn Cổng thanh toán,You have selected Payment Gateway,Anda telah memilih gateway pembayaran,You have selected Payment Gateway
It might take few seconds for the payment gateway to open the new tab,It might take few seconds for the payment gateway to open the new tab,อาจใช้เวลาสองสามวินาทีเพื่อให้เกตเวย์การชำระเงินเปิดขึ้นมา,It might take few seconds for the payment gateway to open the new tab,It might take few seconds for the payment gateway to open the new tab,Có thể sẽ mất vài giây để hệ thống điều hướng đến cổng thanh toán,It might take few seconds for the payment gateway to open the new tab,Mungkin butuh beberapa detik untuk gateway pembayaran untuk membuka tab baru,It might take few seconds for the payment gateway to open the new tab
Please do not click on the back button or refresh the page while the payment gateway is loading,Please do not click on the back button or refresh the page while the payment gateway is loading,โปรดอย่าคลิกปุ่มย้อนกลับหรือรีเฟรชหน้าจอในขณะที่กำลังโหลดเกตเวย์การชำระเงิน,Please do not click on the back button or refresh the page while the payment gateway is loading,Please do not click on the back button or refresh the page while the payment gateway is loading,Please do not click on the back button or refresh the page while the payment gateway is loading,Please do not click on the back button or refresh the page while the payment gateway is loading,Harap jangan mengklik tombol kembali atau menyegarkan halaman saat gateway pembayaran memuat,Please do not click on the back button or refresh the page while the payment gateway is loading
Payment advice you can download after the payment process or from the payment summary page,Payment advice you can download after the payment process or from the payment summary page,คุณสามารถดาวน์โหลดใบแจ้งยอดชำระเงินได้หลังจากขั้นตอนการชำระเงินหรือจากหน้าสรุปการชำระเงิน,Payment advice you can download after the payment process or from the payment summary page,Payment advice you can download after the payment process or from the payment summary page,Payment advice you can download after the payment process or from the payment summary page,Payment advice you can download after the payment process or from the payment summary page,Pembayaran yang dapat Anda unduh setelah proses pembayaran atau dari halaman Ringkasan Pembayaran,Payment advice you can download after the payment process or from the payment summary page
The payment advice copy will be sent to the email associated with this account,The payment advice copy will be sent to the email associated with this account,สำเนาใบแจ้งยอดชำระเงินจะถูกส่งไปยังอีเมลที่เปิดไว้กับบัญชีนี้,The payment advice copy will be sent to the email associated with this account,The payment advice copy will be sent to the email associated with this account,Chứng từ thanh toán cũng sẽ được gửi đến hòm thư điện tử của tài khoản này,The payment advice copy will be sent to the email associated with this account,Salinan pembayaran akan dikirim ke email yang terkait dengan akun ini,The payment advice copy will be sent to the email associated with this account
Disclaimer,Disclaimer,Disclaimer,Disclaimer,ข้อสงวนสิทธิ์:,Disclaimer,Disclaimer,Penafian,Disclaimer
ezrx does not store your card information,ezrx does not store your card information,eZRx จะไม่จัดเก็บข้อมูลบัตรของคุณ,ezrx does not store your card information,ezrx does not store your card information,ezrx does not store your card information,ezrx does not store your card information,EZRX tidak menyimpan informasi kartu Anda,ezrx does not store your card information
Search by payment advice / voucher no.,Search by payment advice / voucher no.,ค้นหาตามใบแจ้งยอดชำระเงิน/ใบสำคัญจ่าย.,Search by payment advice / voucher no.,Search by payment advice / voucher no.,Tìm kiếm bằng mã chứng từ.,Search by payment advice / voucher no.,Mencari berdasarkan nomor referensi,Search by payment advice / voucher no.
Logged in on behalf of,Logged in on behalf of,Logged in on behalf of,Logged in on behalf of,ကိုယ်စား အကောင့်ဝင်မည်,Logged in on behalf of,ចូល​ក្នុង​នាម​របស់,Masuk atas nama,Logged in on behalf of
Request counter offer,Request counter offer,Rขอดีลพิเศษ,Request counter offer,တန်ပြန်ကမ်းလှမ်းမှု တောင်းဆိုသည်,Yêu cầu ưu đãi đặc biệt,Request counter offer,Meminta penawaran penghitung,Request counter offer
Offer price,Offer price,ดีลราคา,客戶要求發票價,ကမ်းလှမ်းသောစျေးနှုန်း,Giá khuyến mãi,តម្លៃផ្តល់ជូន,Harga penawaran,Offer price
Counter offer price (MYR),Counter offer price (MYR),Counter offer price (MYR),Counter offer price (MYR),Counter offer price (MYR),Counter offer price (MYR),Counter offer price (MYR),Harga Penawaran Counter (MYR),Counter offer price (MYR)
Enter counter offer price,Enter counter offer price,Enter counter offer price,Enter counter offer price,counter offer price ထည့်ရန်,Enter counter offer price,បញ្ចូលតម្លៃផ្តល់ជូនទៅបញ្ជរ,Masukkan harga penawaran,Enter counter offer price
Enter remarks (Optional),Enter remarks (Optional),Enter remarks (Optional),Enter remarks (Optional),remarks (Optional) ထည့်ရန်,Enter remarks (Optional),បញ្ចូលកំណត់សម្គាល់ (ជាជម្រើស),Masukkan komentar (opsional),Enter remarks (Optional)
Maximum: 132 characters,Maximum: 132 characters,Maximum: 132 characters,Maximum: 132 characters,Maximum: 132 characters,Maximum: 132 characters,អតិបរមា៖ 132 តួអក្សរ,Maksimal: 132 karakter,Maximum: 132 characters
Counter offer,Counter offer,ต่อรองราคา,議價,ပြန်လည်ကမ်းလှမ်းခြင်း,Khuyến mãi,ស្នើសុំការផ្តល់ជូនផ្សេង,Penawaran balasan,Counter offer
Bonus/sample item,Bonus/sample item,สินค้าโบนัส/สินค้าตัวอย่าง,贈品/樣品,အပိုပစ္စည်း/နမူနာပစ္စည်း,Sản phẩm thường/hàng mẫu,បន្ថែមចំនួនថែម/ផលិតផលសាកល្បង,Bonus/contoh item,Bonus/sample item
Requested counter offer,Requested counter offer,ขอต่อรองราคา,議價需求,တောင်းဆိုထားသော တန်ပြန်ကမ်းလှမ်းမှု,Khuyến mãi yêu cầu,បានស្នើសុំការផ្តល់ជូន,Penawaran balasan yang diminta,Requested counter offer
Item subtotal:,Item subtotal:,มูลค่าสินค้า:,品項小計:,ပစ္စည်း စုစုပေါင်း,Tổng giá trị theo sản phẩm:,ផលិតផលសរុបរង:,Subtotal Item:,Item subtotal:
Please enter counter offer price,Please enter counter offer price,กรุณาใส่ราคาเสนอท้าย,請輸入對價提案,ကျေးဇူးတင်ပါသည်နောက်ပိုင်းပစ္စည်းစျေးအတည်ပြုပါ,Vui lòng nhập giá đề xuất đối ứng,សូមបញ្ចូលតម្លៃផ្ទេរការផ្សព្វផ្សាយ,Harap masukkan harga penawaran Counter,반대 제안 가격을 입력하십시오
